collision_date,NUM_injuries,NUM_deaths
2015-12-04,105,0
2015-12-05,133,0
2015-12-06,99,3
2015-12-07,122,0
2015-12-08,84,1
2015-12-09,78,0
2015-12-10,119,0
2015-12-11,107,1
2015-12-12,85,0
2015-12-13,103,0
2015-12-14,103,1
2015-12-15,120,1
2015-12-16,128,1
2015-12-17,128,0
2015-12-18,130,2
2015-12-19,82,0
2015-12-20,101,0
2015-12-21,112,0
2015-12-22,113,0
2015-12-23,180,1
2015-12-24,127,1
2015-12-25,95,0
2015-12-26,82,0
2015-12-27,127,0
2015-12-28,85,0
2015-12-29,110,0
2015-12-30,109,0
2015-12-31,67,0
2016-01-01,82,0
2016-01-02,97,0
2016-01-03,93,0
2016-01-04,85,1
2016-01-05,81,0
2016-01-06,93,0
2016-01-07,86,1
2016-01-08,116,1
2016-01-09,95,0
2016-01-10,77,1
2016-01-11,122,0
2016-01-12,90,1
2016-01-13,82,0
2016-01-14,99,1
2016-01-15,113,1
2016-01-16,101,1
2016-01-17,89,0
2016-01-18,96,1
2016-01-19,118,1
2016-01-20,95,0
2016-01-21,104,0
2016-01-22,100,1
2016-01-23,36,0
2016-01-24,30,0
2016-01-25,55,0
2016-01-26,69,0
2016-01-27,92,0
2016-01-28,97,1
2016-01-29,93,0
2016-01-30,79,0
2016-01-31,65,0
2016-02-01,102,0
2016-02-02,114,0
2016-02-03,110,1
2016-02-04,92,0
2016-02-05,112,1
2016-02-06,105,1
2016-02-07,74,0
2016-02-08,65,0
2016-02-09,84,0
2016-02-10,88,3
2016-02-11,116,1
2016-02-12,112,1
2016-02-13,84,0
2016-02-14,43,0
2016-02-15,51,0
2016-02-16,102,1
2016-02-17,67,0
2016-02-18,88,0
2016-02-19,72,0
2016-02-20,96,0
2016-02-21,74,0
2016-02-22,85,0
2016-02-23,107,0
2016-02-24,122,0
2016-02-25,111,0
2016-02-26,91,0
2016-02-27,80,0
2016-02-28,84,4
2016-02-29,92,1
2016-03-01,102,0
2016-03-02,101,0
2016-03-03,90,1
2016-03-04,91,0
2016-03-05,108,0
2016-03-06,93,0
2016-03-07,87,0
2016-03-08,118,0
2016-03-09,113,0
2016-03-10,107,1
2016-03-11,103,1
2016-03-12,114,0
2016-03-13,75,0
2016-03-14,91,0
2016-03-15,88,1
2016-03-16,114,0
2016-03-17,83,0
2016-03-18,85,0
2016-03-19,78,1
2016-03-20,91,0
2016-03-21,122,0
2016-03-22,90,1
2016-03-23,105,0
2016-03-24,95,0
2016-03-25,99,0
2016-03-26,90,1
2016-03-27,87,0
2016-03-28,143,0
2016-03-29,98,0
2016-03-30,113,0
2016-03-31,110,0
2016-04-01,111,0
2016-04-02,137,0
2016-04-03,116,0
2016-04-04,127,1
2016-04-05,118,0
2016-04-06,117,1
2016-04-07,105,1
2016-04-08,117,0
2016-04-09,93,1
2016-04-10,109,0
2016-04-11,103,0
2016-04-12,98,1
2016-04-13,116,0
2016-04-14,99,3
2016-04-15,109,1
2016-04-16,129,0
2016-04-17,132,0
2016-04-18,146,0
2016-04-19,142,0
2016-04-20,147,2
2016-04-21,116,0
2016-04-22,122,0
2016-04-23,144,0
2016-04-24,75,0
2016-04-25,102,0
2016-04-26,91,0
2016-04-27,98,0
2016-04-28,72,0
2016-04-29,94,0
2016-04-30,134,0
2016-05-01,118,1
2016-05-02,97,0
2016-05-03,116,0
2016-05-04,124,0
2016-05-05,115,0
2016-05-06,136,2
2016-05-07,134,0
2016-05-08,130,1
2016-05-09,121,1
2016-05-10,108,1
2016-05-11,147,0
2016-05-12,136,0
2016-05-13,117,0
2016-05-14,120,2
2016-05-15,108,0
2016-05-16,144,1
2016-05-17,134,1
2016-05-18,103,0
2016-05-19,115,0
2016-05-20,145,1
2016-05-21,135,0
2016-05-22,112,0
2016-05-23,113,0
2016-05-24,113,1
2016-05-25,101,0
2016-05-26,88,1
2016-05-27,120,0
2016-05-28,128,0
2016-05-29,128,1
2016-05-30,82,0
2016-05-31,128,0
2016-06-01,130,0
2016-06-02,112,0
2016-06-03,107,0
2016-06-04,113,0
2016-06-05,88,0
2016-06-06,126,1
2016-06-07,118,1
2016-06-08,142,0
2016-06-09,77,0
2016-06-10,153,1
2016-06-11,103,2
2016-06-12,142,1
2016-06-13,105,1
2016-06-14,100,0
2016-06-15,96,0
2016-06-16,90,1
2016-06-17,158,1
2016-06-18,134,2
2016-06-19,140,2
2016-06-20,110,0
2016-06-21,124,0
2016-06-22,114,0
2016-06-23,84,0
2016-06-24,138,0
2016-06-25,123,0
2016-06-26,124,0
2016-06-27,126,0
2016-06-28,116,1
2016-06-29,99,0
2016-06-30,109,0
2016-07-01,122,1
2016-07-02,99,0
2016-07-03,131,0
2016-07-04,123,0
2016-07-05,109,0
2016-07-06,84,0
2016-07-07,94,3
2016-07-08,98,0
2016-07-09,126,0
2016-07-10,90,0
2016-07-11,126,0
2016-07-12,89,0
2016-07-13,107,0
2016-07-14,117,0
2016-07-15,156,0
2016-07-16,125,0
2016-07-17,130,1
2016-07-18,126,0
2016-07-19,111,0
2016-07-20,99,0
2016-07-21,127,0
2016-07-22,117,0
2016-07-23,111,0
2016-07-24,118,0
2016-07-25,114,0
2016-07-26,91,0
2016-07-27,133,0
2016-07-28,123,0
2016-07-29,100,0
2016-07-30,128,0
2016-07-31,104,1
2016-08-01,93,2
2016-08-02,113,0
2016-08-03,119,0
2016-08-04,132,0
2016-08-05,114,0
2016-08-06,98,1
2016-08-07,109,0
2016-08-08,85,0
2016-08-09,78,0
2016-08-10,113,0
2016-08-11,109,0
2016-08-12,118,0
2016-08-13,130,1
2016-08-14,64,1
2016-08-15,93,0
2016-08-16,129,0
2016-08-17,83,0
2016-08-18,96,1
2016-08-19,114,0
2016-08-20,95,0
2016-08-21,111,0
2016-08-22,107,1
2016-08-23,113,2
2016-08-24,86,0
2016-08-25,102,0
2016-08-26,96,0
2016-08-27,113,0
2016-08-28,90,0
2016-08-29,106,1
2016-08-30,104,1
2016-08-31,93,1
2016-09-01,103,0
2016-09-02,109,0
2016-09-03,105,0
2016-09-04,98,0
2016-09-05,68,0
2016-09-06,70,1
2016-09-07,84,0
2016-09-08,118,0
2016-09-09,89,0
2016-09-10,80,0
2016-09-11,108,1
2016-09-12,135,0
2016-09-13,148,1
2016-09-14,111,0
2016-09-15,135,1
2016-09-16,114,0
2016-09-17,128,1
2016-09-18,96,0
2016-09-19,123,1
2016-09-20,106,0
2016-09-21,128,0
2016-09-22,126,0
2016-09-23,126,0
2016-09-24,112,0
2016-09-25,92,0
2016-09-26,128,0
2016-09-27,97,1
2016-09-28,101,1
2016-09-29,90,1
2016-09-30,162,1
2016-10-01,100,0
2016-10-02,71,0
2016-10-03,74,0
2016-10-04,81,2
2016-10-05,87,1
2016-10-06,120,0
2016-10-07,85,1
2016-10-08,91,0
2016-10-09,69,0
2016-10-10,95,2
2016-10-11,109,0
2016-10-12,84,0
2016-10-13,97,0
2016-10-14,115,0
2016-10-15,98,1
2016-10-16,113,1
2016-10-17,92,0
2016-10-18,91,1
2016-10-19,107,0
2016-10-20,80,0
2016-10-21,148,1
2016-10-22,114,0
2016-10-23,95,0
2016-10-24,92,0
2016-10-25,89,0
2016-10-26,111,0
2016-10-27,131,0
2016-10-28,111,0
2016-10-29,111,0
2016-10-30,89,0
2016-10-31,99,0
2016-11-01,96,0
2016-11-02,94,0
2016-11-03,108,0
2016-11-04,145,0
2016-11-05,101,0
2016-11-06,90,0
2016-11-07,106,0
2016-11-08,123,2
2016-11-09,84,0
2016-11-10,101,0
2016-11-11,100,0
2016-11-12,92,0
2016-11-13,90,2
2016-11-14,95,0
2016-11-15,118,0
2016-11-16,110,0
2016-11-17,93,1
2016-11-18,125,1
2016-11-19,122,1
2016-11-20,116,0
2016-11-21,97,1
2016-11-22,112,0
2016-11-23,103,0
2016-11-24,83,0
2016-11-25,98,0
2016-11-26,81,0
2016-11-27,57,0
2016-11-28,89,0
2016-11-29,145,0
2016-11-30,132,0
2016-12-01,124,1
2016-12-02,96,0
2016-12-03,96,0
2016-12-04,73,1
2016-12-05,106,0
2016-12-06,100,0
2016-12-07,100,0
2016-12-08,70,0
2016-12-09,103,3
2016-12-10,92,0
2016-12-11,99,0
2016-12-12,95,0
2016-12-13,88,0
2016-12-14,99,0
2016-12-15,99,1
2016-12-16,95,1
2016-12-17,83,0
2016-12-18,105,0
2016-12-19,106,3
2016-12-20,108,0
2016-12-21,77,0
2016-12-22,89,0
2016-12-23,129,0
2016-12-24,83,0
2016-12-25,70,0
2016-12-26,68,0
2016-12-27,90,1
2016-12-28,81,1
2016-12-29,94,0
2016-12-30,87,0
2016-12-31,93,0
2017-01-01,101,3
2017-01-02,71,0
2017-01-03,118,1
2017-01-04,74,0
2017-01-05,60,0
2017-01-06,87,0
2017-01-07,110,0
2017-01-08,48,0
2017-01-09,94,1
2017-01-10,94,1
2017-01-11,91,1
2017-01-12,92,0
2017-01-13,115,0
2017-01-14,93,0
2017-01-15,102,0
2017-01-16,71,0
2017-01-17,114,0
2017-01-18,101,2
2017-01-19,90,1
2017-01-20,77,0
2017-01-21,68,0
2017-01-22,72,0
2017-01-23,137,1
2017-01-24,101,0
2017-01-25,81,0
2017-01-26,91,0
2017-01-27,68,0
2017-01-28,95,0
2017-01-29,51,0
2017-01-30,86,0
2017-01-31,74,0
2017-02-01,93,0
2017-02-02,101,0
2017-02-03,76,0
2017-02-04,82,0
2017-02-05,83,0
2017-02-06,73,1
2017-02-07,101,0
2017-02-08,99,0
2017-02-09,51,0
2017-02-10,82,0
2017-02-11,61,1
2017-02-12,82,0
2017-02-13,105,0
2017-02-14,109,0
2017-02-15,84,1
2017-02-16,89,0
2017-02-17,95,0
2017-02-18,78,0
2017-02-19,77,0
2017-02-20,81,0
2017-02-21,71,0
2017-02-22,66,0
2017-02-23,87,0
2017-02-24,147,1
2017-02-25,87,1
2017-02-26,60,0
2017-02-27,89,1
2017-02-28,75,0
2017-03-01,80,1
2017-03-02,83,0
2017-03-03,93,1
2017-03-04,89,0
2017-03-05,76,0
2017-03-06,82,0
2017-03-07,79,2
2017-03-08,72,0
2017-03-09,117,0
2017-03-10,103,0
2017-03-11,100,0
2017-03-12,84,1
2017-03-13,105,0
2017-03-14,21,0
2017-03-15,48,0
2017-03-16,86,2
2017-03-17,103,0
2017-03-18,75,0
2017-03-19,82,1
2017-03-20,114,0
2017-03-21,80,0
2017-03-22,96,0
2017-03-23,105,1
2017-03-24,95,0
2017-03-25,89,0
2017-03-26,79,0
2017-03-27,92,0
2017-03-28,83,0
2017-03-29,118,0
2017-03-30,87,0
2017-03-31,101,0
2017-04-01,65,1
2017-04-02,85,0
2017-04-03,90,0
2017-04-04,74,0
2017-04-05,98,2
2017-04-06,96,0
2017-04-07,105,0
2017-04-08,83,1
2017-04-09,92,1
2017-04-10,65,1
2017-04-11,80,0
2017-04-12,80,0
2017-04-13,72,1
2017-04-14,92,1
2017-04-15,92,0
2017-04-16,78,0
2017-04-17,77,0
2017-04-18,68,0
2017-04-19,80,0
2017-04-20,82,0
2017-04-21,108,0
2017-04-22,85,1
2017-04-23,82,1
2017-04-24,88,1
2017-04-25,117,0
2017-04-26,87,0
2017-04-27,97,0
2017-04-28,118,0
2017-04-29,127,2
2017-04-30,70,0
2017-05-01,98,0
2017-05-02,117,0
2017-05-03,86,0
2017-05-04,113,1
2017-05-05,109,0
2017-05-06,147,0
2017-05-07,89,1
2017-05-08,131,0
2017-05-09,84,0
2017-05-10,90,0
2017-05-11,127,1
2017-05-12,111,0
2017-05-13,114,0
2017-05-14,88,0
2017-05-15,93,0
2017-05-16,95,1
2017-05-17,129,1
2017-05-18,185,1
2017-05-19,108,0
2017-05-20,99,0
2017-05-21,116,0
2017-05-22,112,0
2017-05-23,103,0
2017-05-24,87,0
2017-05-25,132,0
2017-05-26,125,0
2017-05-27,73,0
2017-05-28,95,0
2017-05-29,46,0
2017-05-30,104,0
2017-05-31,120,0
2017-06-01,110,0
2017-06-02,120,0
2017-06-03,120,1
2017-06-04,83,0
2017-06-05,86,0
2017-06-06,121,0
2017-06-07,108,0
2017-06-08,132,1
2017-06-09,109,0
2017-06-10,107,0
2017-06-11,123,1
2017-06-12,121,1
2017-06-13,122,0
2017-06-14,130,0
2017-06-15,130,0
2017-06-16,98,0
2017-06-17,103,3
2017-06-18,127,0
2017-06-19,124,1
2017-06-20,110,1
2017-06-21,122,1
2017-06-22,123,0
2017-06-23,125,0
2017-06-24,132,1
2017-06-25,112,0
2017-06-26,90,0
2017-06-27,138,0
2017-06-28,116,0
2017-06-29,106,1
2017-06-30,117,1
2017-07-01,134,1
2017-07-02,104,2
2017-07-03,78,0
2017-07-04,104,0
2017-07-05,92,0
2017-07-06,101,0
2017-07-07,114,1
2017-07-08,93,0
2017-07-09,96,0
2017-07-10,102,0
2017-07-11,94,1
2017-07-12,105,0
2017-07-13,122,1
2017-07-14,110,0
2017-07-15,94,2
2017-07-16,93,1
2017-07-17,93,0
2017-07-18,125,0
2017-07-19,122,1
2017-07-20,110,0
2017-07-21,95,0
2017-07-22,112,1
2017-07-23,87,1
2017-07-24,109,0
2017-07-25,98,0
2017-07-26,117,0
2017-07-27,100,0
2017-07-28,118,1
2017-07-29,83,1
2017-07-30,118,1
2017-07-31,91,0
2017-08-01,136,0
2017-08-02,98,0
2017-08-03,133,0
2017-08-04,112,1
2017-08-05,85,0
2017-08-06,75,1
2017-08-07,108,0
2017-08-08,106,2
2017-08-09,91,1
2017-08-10,94,1
2017-08-11,77,0
2017-08-12,70,0
2017-08-13,112,0
2017-08-14,63,1
2017-08-15,88,0
2017-08-16,84,1
2017-08-17,77,2
2017-08-18,71,0
2017-08-19,99,1
2017-08-20,87,0
2017-08-21,93,1
2017-08-22,98,0
2017-08-23,89,0
2017-08-24,116,0
2017-08-25,111,0
2017-08-26,84,0
2017-08-27,74,1
2017-08-28,103,0
2017-08-29,100,0
2017-08-30,83,0
2017-08-31,89,1
2017-09-01,96,1
2017-09-02,94,0
2017-09-03,86,1
2017-09-04,108,0
2017-09-05,112,0
2017-09-06,90,0
2017-09-07,123,1
2017-09-08,86,0
2017-09-09,119,0
2017-09-10,74,1
2017-09-11,87,0
2017-09-12,87,0
2017-09-13,114,1
2017-09-14,97,2
2017-09-15,141,0
2017-09-16,90,0
2017-09-17,87,0
2017-09-18,112,4
2017-09-19,97,0
2017-09-20,96,0
2017-09-21,70,0
2017-09-22,74,1
2017-09-23,98,0
2017-09-24,98,0
2017-09-25,78,0
2017-09-26,117,0
2017-09-27,99,0
2017-09-28,119,0
2017-09-29,100,0
2017-09-30,73,1
2017-10-01,81,1
2017-10-02,119,0
2017-10-03,91,1
2017-10-04,120,0
2017-10-05,87,0
2017-10-06,100,1
2017-10-07,85,0
2017-10-08,69,0
2017-10-09,90,0
2017-10-10,125,0
2017-10-11,79,0
2017-10-12,85,0
2017-10-13,91,0
2017-10-14,83,0
2017-10-15,72,0
2017-10-16,107,1
2017-10-17,113,2
2017-10-18,96,0
2017-10-19,131,1
2017-10-20,149,1
2017-10-21,75,0
2017-10-22,77,0
2017-10-23,80,0
2017-10-24,84,1
2017-10-25,93,0
2017-10-26,71,0
2017-10-27,117,0
2017-10-28,76,0
2017-10-29,110,0
2017-10-30,123,0
2017-10-31,103,9
2017-11-01,97,0
2017-11-02,106,1
2017-11-03,111,0
2017-11-04,80,0
2017-11-05,93,0
2017-11-06,85,0
2017-11-07,113,1
2017-11-08,95,0
2017-11-09,92,0
2017-11-10,106,1
2017-11-11,107,0
2017-11-12,61,0
2017-11-13,87,0
2017-11-14,96,1
2017-11-15,120,0
2017-11-16,150,0
2017-11-17,116,1
2017-11-18,109,2
2017-11-19,95,0
2017-11-20,107,0
2017-11-21,102,0
2017-11-22,100,1
2017-11-23,96,0
2017-11-24,79,0
2017-11-25,64,1
2017-11-26,92,1
2017-11-27,83,0
2017-11-28,103,1
2017-11-29,113,0
2017-11-30,102,0
2017-12-01,123,0
2017-12-02,59,0
2017-12-03,72,1
2017-12-04,144,0
2017-12-05,117,1
2017-12-06,84,0
2017-12-07,120,0
2017-12-08,111,0
2017-12-09,95,0
2017-12-10,120,0
2017-12-11,110,0
2017-12-12,90,1
2017-12-13,112,0
2017-12-14,109,1
2017-12-15,125,0
2017-12-16,85,0
2017-12-17,107,1
2017-12-18,105,1
2017-12-19,96,0
2017-12-20,100,0
2017-12-21,104,2
2017-12-22,112,0
2017-12-23,82,0
2017-12-24,67,0
2017-12-25,58,0
2017-12-26,80,0
2017-12-27,76,0
2017-12-28,76,0
2017-12-29,76,1
2017-12-30,80,0
2017-12-31,62,0
2018-01-01,69,0
2018-01-02,90,0
2018-01-03,90,0
2018-01-04,32,0
2018-01-05,68,1
2018-01-06,62,1
2018-01-07,59,0
2018-01-08,102,0
2018-01-09,105,0
2018-01-10,111,1
2018-01-11,126,0
2018-01-12,107,0
2018-01-13,110,0
2018-01-14,71,0
2018-01-15,107,1
2018-01-16,85,0
2018-01-17,80,0
2018-01-18,99,0
2018-01-19,56,1
2018-01-20,80,0
2018-01-21,74,0
2018-01-22,96,0
2018-01-23,100,1
2018-01-24,77,0
2018-01-25,104,1
2018-01-26,111,1
2018-01-27,90,0
2018-01-28,72,0
2018-01-29,98,0
2018-01-30,69,0
2018-01-31,88,0
2018-02-01,87,0
2018-02-02,84,1
2018-02-03,59,1
2018-02-04,112,0
2018-02-05,98,1
2018-02-06,80,0
2018-02-07,119,1
2018-02-08,87,0
2018-02-09,72,0
2018-02-10,85,0
2018-02-11,97,0
2018-02-12,78,0
2018-02-13,96,1
2018-02-14,88,1
2018-02-15,79,0
2018-02-16,82,0
2018-02-17,86,2
2018-02-18,77,0
2018-02-19,78,0
2018-02-20,88,0
2018-02-21,92,1
2018-02-22,84,0
2018-02-23,81,0
2018-02-24,101,0
2018-02-25,84,0
2018-02-26,60,0
2018-02-27,92,1
2018-02-28,94,1
2018-03-01,105,1
2018-03-02,135,2
2018-03-03,90,0
2018-03-04,68,0
2018-03-05,70,2
2018-03-06,92,0
2018-03-07,105,0
2018-03-08,106,0
2018-03-09,88,0
2018-03-10,74,1
2018-03-11,93,0
2018-03-12,88,0
2018-03-13,93,0
2018-03-14,89,0
2018-03-15,121,1
2018-03-16,110,0
2018-03-17,69,0
2018-03-18,61,0
2018-03-19,85,1
2018-03-20,100,0
2018-03-21,75,0
2018-03-22,107,0
2018-03-23,97,0
2018-03-24,75,0
2018-03-25,95,0
2018-03-26,109,1
2018-03-27,91,1
2018-03-28,89,0
2018-03-29,95,0
2018-03-30,71,0
2018-03-31,110,0
2018-04-01,79,0
2018-04-02,87,0
2018-04-03,81,0
2018-04-04,67,0
2018-04-05,72,0
2018-04-06,128,0
2018-04-07,76,0
2018-04-08,47,0
2018-04-09,94,1
2018-04-10,122,0
2018-04-11,78,0
2018-04-12,86,0
2018-04-13,105,0
2018-04-14,122,0
2018-04-15,104,0
2018-04-16,108,1
2018-04-17,93,0
2018-04-18,79,1
2018-04-19,94,0
2018-04-20,110,1
2018-04-21,96,1
2018-04-22,81,0
2018-04-23,122,2
2018-04-24,108,1
2018-04-25,81,0
2018-04-26,120,0
2018-04-27,64,0
2018-04-28,80,1
2018-04-29,83,2
2018-04-30,111,0
2018-05-01,98,0
2018-05-02,101,0
2018-05-03,112,1
2018-05-04,128,1
2018-05-05,112,0
2018-05-06,72,0
2018-05-07,114,1
2018-05-08,143,0
2018-05-09,94,0
2018-05-10,124,0
2018-05-11,139,0
2018-05-12,98,0
2018-05-13,107,0
2018-05-14,112,0
2018-05-15,108,0
2018-05-16,109,0
2018-05-17,120,0
2018-05-18,81,0
2018-05-19,93,0
2018-05-20,96,0
2018-05-21,119,1
2018-05-22,81,0
2018-05-23,141,0
2018-05-24,132,1
2018-05-25,126,0
2018-05-26,126,2
2018-05-27,84,1
2018-05-28,94,0
2018-05-29,97,0
2018-05-30,108,0
2018-05-31,96,0
2018-06-01,98,0
2018-06-02,114,0
2018-06-03,87,0
2018-06-04,95,0
2018-06-05,99,0
2018-06-06,115,0
2018-06-07,107,0
2018-06-08,143,1
2018-06-09,113,1
2018-06-10,106,0
2018-06-11,127,1
2018-06-12,100,1
2018-06-13,100,0
2018-06-14,107,1
2018-06-15,112,0
2018-06-16,134,1
2018-06-17,133,1
2018-06-18,139,2
2018-06-19,114,1
2018-06-20,114,0
2018-06-21,145,0
2018-06-22,120,0
2018-06-23,75,1
2018-06-24,91,2
2018-06-25,119,1
2018-06-26,129,0
2018-06-27,84,0
2018-06-28,122,0
2018-06-29,137,1
2018-06-30,94,1
2018-07-01,110,3
2018-07-02,107,0
2018-07-03,114,1
2018-07-04,74,0
2018-07-05,119,0
2018-07-06,115,1
2018-07-07,95,0
2018-07-08,93,2
2018-07-09,101,0
2018-07-10,133,0
2018-07-11,102,1
2018-07-12,101,0
2018-07-13,124,1
2018-07-14,112,0
2018-07-15,90,1
2018-07-16,113,0
2018-07-17,124,0
2018-07-18,112,0
2018-07-19,104,0
2018-07-20,124,0
2018-07-21,121,1
2018-07-22,86,0
2018-07-23,96,1
2018-07-24,96,0
2018-07-25,95,0
2018-07-26,110,0
2018-07-27,120,1
2018-07-28,94,0
2018-07-29,100,0
2018-07-30,112,0
2018-07-31,111,0
2018-08-01,106,0
2018-08-02,123,1
2018-08-03,150,0
2018-08-04,122,0
2018-08-05,94,1
2018-08-06,119,0
2018-08-07,119,0
2018-08-08,113,0
2018-08-09,112,0
2018-08-10,104,0
2018-08-11,92,0
2018-08-12,86,0
2018-08-13,91,0
2018-08-14,123,1
2018-08-15,98,0
2018-08-16,96,0
2018-08-17,98,0
2018-08-18,108,1
2018-08-19,106,2
2018-08-20,95,2
2018-08-21,99,0
2018-08-22,100,0
2018-08-23,88,0
2018-08-24,120,0
2018-08-25,138,0
2018-08-26,103,0
2018-08-27,102,0
2018-08-28,116,0
2018-08-29,110,0
2018-08-30,133,0
2018-08-31,88,0
2018-09-01,78,1
2018-09-02,124,1
2018-09-03,112,2
2018-09-04,114,1
2018-09-05,130,1
2018-09-06,124,0
2018-09-07,110,0
2018-09-08,101,0
2018-09-09,96,0
2018-09-10,104,0
2018-09-11,99,0
2018-09-12,98,0
2018-09-13,120,0
2018-09-14,117,0
2018-09-15,118,0
2018-09-16,106,1
2018-09-17,101,0
2018-09-18,123,0
2018-09-19,93,0
2018-09-20,103,2
2018-09-21,124,1
2018-09-22,123,0
2018-09-23,78,0
2018-09-24,93,0
2018-09-25,120,2
2018-09-26,116,0
2018-09-27,111,1
2018-09-28,120,0
2018-09-29,110,0
2018-09-30,83,0
2018-10-01,97,0
2018-10-02,96,1
2018-10-03,127,1
2018-10-04,122,0
2018-10-05,123,1
2018-10-06,75,1
2018-10-07,118,0
2018-10-08,91,0
2018-10-09,102,0
2018-10-10,110,0
2018-10-11,109,1
2018-10-12,117,0
2018-10-13,106,0
2018-10-14,92,0
2018-10-15,117,1
2018-10-16,110,0
2018-10-17,116,0
2018-10-18,122,2
2018-10-19,114,1
2018-10-20,115,1
2018-10-21,99,0
2018-10-22,87,0
2018-10-23,83,0
2018-10-24,120,0
2018-10-25,118,0
2018-10-26,102,0
2018-10-27,138,0
2018-10-28,101,0
2018-10-29,106,0
2018-10-30,115,0
2018-10-31,110,1
2018-11-01,89,0
2018-11-02,116,0
2018-11-03,112,1
2018-11-04,75,0
2018-11-05,119,1
2018-11-06,117,0
2018-11-07,141,3
2018-11-08,60,1
2018-11-09,153,0
2018-11-10,84,1
2018-11-11,78,1
2018-11-12,94,0
2018-11-13,97,0
2018-11-14,114,0
2018-11-15,139,2
2018-11-16,104,0
2018-11-17,83,0
2018-11-18,59,0
2018-11-19,115,0
2018-11-20,102,0
2018-11-21,89,0
2018-11-22,55,0
2018-11-23,77,1
2018-11-24,96,0
2018-11-25,84,0
2018-11-26,148,2
2018-11-27,103,0
2018-11-28,83,1
2018-11-29,91,0
2018-11-30,100,0
2018-12-01,128,1
2018-12-02,105,0
2018-12-03,103,0
2018-12-04,87,1
2018-12-05,110,0
2018-12-06,120,0
2018-12-07,113,0
2018-12-08,82,0
2018-12-09,67,0
2018-12-10,102,0
2018-12-11,106,1
2018-12-12,105,1
2018-12-13,109,0
2018-12-14,145,1
2018-12-15,123,0
2018-12-16,126,1
2018-12-17,108,1
2018-12-18,125,2
2018-12-19,131,1
2018-12-20,177,1
2018-12-21,119,0
2018-12-22,98,0
2018-12-23,80,0
2018-12-24,113,0
2018-12-25,70,1
2018-12-26,83,0
2018-12-27,118,0
2018-12-28,133,0
2018-12-29,96,1
2018-12-30,70,0
2018-12-31,105,3
2019-01-01,79,1
2019-01-02,87,0
2019-01-03,77,0
2019-01-04,98,1
2019-01-05,91,0
2019-01-06,67,0
2019-01-07,111,0
2019-01-08,103,1
2019-01-09,92,0
2019-01-10,71,1
2019-01-11,102,2
2019-01-12,84,0
2019-01-13,58,0
2019-01-14,122,1
2019-01-15,97,1
2019-01-16,84,0
2019-01-17,90,0
2019-01-18,102,0
2019-01-19,82,1
2019-01-20,72,1
2019-01-21,72,0
2019-01-22,87,0
2019-01-23,78,0
2019-01-24,126,0
2019-01-25,95,1
2019-01-26,75,2
2019-01-27,86,0
2019-01-28,88,0
2019-01-29,131,1
2019-01-30,94,0
2019-01-31,86,0
2019-02-01,66,0
2019-02-02,89,0
2019-02-03,64,0
2019-02-04,120,2
2019-02-05,89,1
2019-02-06,107,0
2019-02-07,77,0
2019-02-08,99,0
2019-02-09,94,0
2019-02-10,84,0
2019-02-11,84,0
2019-02-12,112,0
2019-02-13,85,0
2019-02-14,91,1
2019-02-15,106,1
2019-02-16,96,0
2019-02-17,60,0
2019-02-18,56,1
2019-02-19,81,1
2019-02-20,87,0
2019-02-21,81,0
2019-02-22,73,0
2019-02-23,84,0
2019-02-24,75,0
2019-02-25,88,0
2019-02-26,119,0
2019-02-27,77,0
2019-02-28,101,2
2019-03-01,92,0
2019-03-02,98,0
2019-03-03,96,0
2019-03-04,65,1
2019-03-05,82,0
2019-03-06,70,1
2019-03-07,77,0
2019-03-08,89,0
2019-03-09,87,2
2019-03-10,75,1
2019-03-11,121,1
2019-03-12,82,0
2019-03-13,78,0
2019-03-14,96,1
2019-03-15,120,0
2019-03-16,96,0
2019-03-17,67,0
2019-03-18,97,0
2019-03-19,127,0
2019-03-20,95,0
2019-03-21,106,0
2019-03-22,109,1
2019-03-23,78,0
2019-03-24,94,1
2019-03-25,89,0
2019-03-26,119,0
2019-03-27,87,0
2019-03-28,101,0
2019-03-29,102,0
2019-03-30,89,2
2019-03-31,73,0
2019-04-01,90,0
2019-04-02,100,0
2019-04-03,92,0
2019-04-04,124,1
2019-04-05,120,0
2019-04-06,110,1
2019-04-07,93,0
2019-04-08,99,0
2019-04-09,82,0
2019-04-10,127,0
2019-04-11,91,1
2019-04-12,144,0
2019-04-13,114,0
2019-04-14,81,0
2019-04-15,109,0
2019-04-16,82,2
2019-04-17,87,2
2019-04-18,73,0
2019-04-19,92,0
2019-04-20,86,0
2019-04-21,79,0
2019-04-22,78,0
2019-04-23,102,0
2019-04-24,119,0
2019-04-25,76,0
2019-04-26,89,0
2019-04-27,110,1
2019-04-28,55,0
2019-04-29,104,0
2019-04-30,104,0
2019-05-01,104,1
2019-05-02,119,1
2019-05-03,109,1
2019-05-04,87,0
2019-05-05,121,0
2019-05-06,125,0
2019-05-07,115,0
2019-05-08,114,1
2019-05-09,101,0
2019-05-10,136,0
2019-05-11,126,1
2019-05-12,78,0
2019-05-13,88,0
2019-05-14,95,0
2019-05-15,95,0
2019-05-16,94,0
2019-05-17,121,1
2019-05-18,130,1
2019-05-19,77,0
2019-05-20,119,0
2019-05-21,165,1
2019-05-22,113,0
2019-05-23,109,0
2019-05-24,129,0
2019-05-25,112,1
2019-05-26,129,0
