collision_date,latitude,longitude
2013-02-24,40.6848891,-74.0010955
2013-02-24,40.6756852,-74.0011831
2013-02-25,40.5987358,-74.003104
2013-02-26,40.6663823,-73.8610809
2013-02-26,40.6725157,-73.9335533
2013-02-26,40.6128336,-74.0336475
2013-02-26,40.5952551,-73.9734765
2013-02-28,40.5983934,-73.9062789
2013-03-01,40.5983037,-73.9414808
2013-03-01,40.60175,-73.9508012
2013-03-01,40.6921641,-73.9147535
2013-03-01,40.6628481,-73.9428299
2013-03-01,40.6803904,-73.949557
2013-03-01,40.6450318,-73.9199775
2012-12-01,40.6426688,-74.0200041
2012-12-01,40.5935898,-73.9961251
2012-12-02,40.6553345,-73.9307664
2012-12-02,40.6276929,-74.0105014
2012-12-03,40.6457036,-73.901433
2012-12-03,40.6811367,-73.9556676
2012-12-04,40.6336818,-73.8986765
2012-12-04,40.6725157,-73.9335533
2012-12-04,40.6698646,-73.9505022
2012-12-04,40.5901817,-73.9605707
2012-12-04,40.6962076,-73.9615863
2012-12-04,40.6547415,-73.940397
2012-12-05,40.6859497,-73.9594215
2012-12-05,40.6779993,-73.9730543
2012-12-05,40.629974,-74.0081276
2012-12-06,40.6495279,-73.9163215
2012-12-06,40.6798312,-73.9582932
2012-12-07,40.6875642,-73.9843978
2012-12-07,40.7270994,-73.9526858
2012-12-07,40.6849391,-73.9101331
2012-12-08,40.6623522,-73.9508105
2012-12-08,40.7167266,-73.9589122
2012-12-09,40.6518337,-74.0033264
2012-12-09,40.6425396,-73.8765111
2012-12-09,40.6849875,-73.8816665
2012-12-09,40.6183407,-74.0301743
2012-12-09,40.6931192,-73.968811
2012-12-09,40.6240284,-73.9718441
2012-12-10,40.6976294,-73.9852826
2012-12-10,40.7069972,-73.9613636
2012-12-11,40.6336053,-73.9162226
2012-12-11,40.7177861,-73.9403298
2012-12-11,40.6323333,-74.0185292
2012-12-11,40.6396243,-73.9547692
2012-12-11,40.6250475,-74.0244495
2012-12-13,40.677564,-73.8749739
2012-12-13,40.673975,-73.9856988
2012-12-13,40.6631828,-73.9624487
2012-12-14,40.5970039,-73.9499008
2012-12-15,40.637448,-74.0199675
2012-12-15,40.6465718,-73.8961633
2012-12-15,40.7035438,-73.9223309
2012-12-15,40.6998478,-73.9910308
2012-12-16,40.5985519,-73.9973389
2012-12-17,40.6095695,-74.0026652
2012-12-17,40.654629,-73.9220058
2012-12-18,40.6862925,-73.9790905
2012-12-19,40.6808104,-73.8848935
2012-12-19,40.6056754,-73.9669612
2012-12-19,40.6162948,-73.9298992
2012-12-19,40.6975055,-73.982275
2012-12-20,40.717696,-73.9412714
2012-12-20,40.6067586,-73.9637229
2012-12-20,40.6103982,-73.9433647
2012-12-20,40.6152042,-73.9633618
