day,collision_date,NUM_COLLISIONS
2,2015-12-15,755
3,2015-12-16,673
4,2015-12-17,745
5,2015-12-18,767
6,2015-12-19,624
7,2015-12-20,500
1,2015-12-21,612
2,2015-12-22,699
3,2015-12-23,805
4,2015-12-24,603
5,2015-12-25,321
6,2015-12-26,395
7,2015-12-27,518
1,2015-12-28,490
2,2015-12-29,533
3,2015-12-30,501
4,2015-12-31,527
5,2016-01-01,393
6,2016-01-02,422
7,2016-01-03,432
1,2016-01-04,601
2,2016-01-05,640
3,2016-01-06,625
4,2016-01-07,542
5,2016-01-08,602
6,2016-01-09,554
7,2016-01-10,462
1,2016-01-11,680
2,2016-01-12,637
3,2016-01-13,605
4,2016-01-14,597
5,2016-01-15,722
6,2016-01-16,563
7,2016-01-17,451
1,2016-01-18,481
2,2016-01-19,662
3,2016-01-20,623
4,2016-01-21,666
5,2016-01-22,702
6,2016-01-23,402
7,2016-01-24,517
1,2016-01-25,658
2,2016-01-26,734
3,2016-01-27,670
4,2016-01-28,681
5,2016-01-29,645
6,2016-01-30,596
7,2016-01-31,532
1,2016-02-01,716
2,2016-02-02,711
3,2016-02-03,579
4,2016-02-04,609
5,2016-02-05,607
6,2016-02-06,553
7,2016-02-07,423
1,2016-02-08,501
2,2016-02-09,571
3,2016-02-10,537
4,2016-02-11,622
5,2016-02-12,628
6,2016-02-13,480
7,2016-02-14,309
1,2016-02-15,291
2,2016-02-16,615
3,2016-02-17,525
4,2016-02-18,592
5,2016-02-19,532
6,2016-02-20,555
7,2016-02-21,481
1,2016-02-22,615
2,2016-02-23,623
3,2016-02-24,660
4,2016-02-25,663
5,2016-02-26,476
6,2016-02-27,388
7,2016-02-28,509
1,2016-02-29,616
2,2016-03-01,662
3,2016-03-02,653
4,2016-03-03,625
5,2016-03-04,685
6,2016-03-05,601
7,2016-03-06,500
1,2016-03-07,571
2,2016-03-08,632
3,2016-03-09,660
4,2016-03-10,629
5,2016-03-11,672
6,2016-03-12,625
7,2016-03-13,435
1,2016-03-14,640
2,2016-03-15,608
3,2016-03-16,629
4,2016-03-17,612
5,2016-03-18,644
6,2016-03-19,540
7,2016-03-20,479
1,2016-03-21,617
2,2016-03-22,628
3,2016-03-23,621
4,2016-03-24,635
5,2016-03-25,546
6,2016-03-26,530
7,2016-03-27,459
1,2016-03-28,658
2,2016-03-29,683
3,2016-03-30,650
4,2016-03-31,652
5,2016-04-01,702
6,2016-04-02,597
7,2016-04-03,585
1,2016-04-04,683
2,2016-04-05,672
3,2016-04-06,628
4,2016-04-07,630
5,2016-04-08,696
6,2016-04-09,557
7,2016-04-10,499
1,2016-04-11,624
2,2016-04-12,638
3,2016-04-13,700
4,2016-04-14,674
5,2016-04-15,733
6,2016-04-16,678
7,2016-04-17,568
1,2016-04-18,687
2,2016-04-19,732
3,2016-04-20,697
4,2016-04-21,694
5,2016-04-22,741
6,2016-04-23,649
7,2016-04-24,448
1,2016-04-25,488
2,2016-04-26,479
3,2016-04-27,510
4,2016-04-28,489
5,2016-04-29,517
6,2016-04-30,581
7,2016-05-01,484
1,2016-05-02,589
2,2016-05-03,711
3,2016-05-04,653
4,2016-05-05,626
5,2016-05-06,728
6,2016-05-07,571
7,2016-05-08,591
1,2016-05-09,646
2,2016-05-10,608
3,2016-05-11,699
4,2016-05-12,744
5,2016-05-13,766
6,2016-05-14,589
7,2016-05-15,510
1,2016-05-16,742
2,2016-05-17,624
3,2016-05-18,676
4,2016-05-19,694
5,2016-05-20,782
6,2016-05-21,568
7,2016-05-22,571
1,2016-05-23,652
2,2016-05-24,695
3,2016-05-25,733
4,2016-05-26,742
5,2016-05-27,767
6,2016-05-28,627
7,2016-05-29,566
1,2016-05-30,471
2,2016-05-31,760
3,2016-06-01,772
4,2016-06-02,683
5,2016-06-03,710
6,2016-06-04,635
7,2016-06-05,466
1,2016-06-06,758
2,2016-06-07,709
3,2016-06-08,763
4,2016-06-09,686
5,2016-06-10,818
6,2016-06-11,584
7,2016-06-12,587
1,2016-06-13,646
2,2016-06-14,717
3,2016-06-15,739
4,2016-06-16,689
5,2016-06-17,748
6,2016-06-18,700
7,2016-06-19,559
1,2016-06-20,745
2,2016-06-21,681
3,2016-06-22,751
4,2016-06-23,643
5,2016-06-24,811
6,2016-06-25,688
7,2016-06-26,582
1,2016-06-27,718
2,2016-06-28,675
3,2016-06-29,687
4,2016-06-30,761
5,2016-07-01,752
6,2016-07-02,570
7,2016-07-03,448
1,2016-07-04,488
2,2016-07-05,663
3,2016-07-06,680
4,2016-07-07,603
5,2016-07-08,612
6,2016-07-09,498
7,2016-07-10,508
1,2016-07-11,618
2,2016-07-12,662
3,2016-07-13,607
4,2016-07-14,741
5,2016-07-15,798
6,2016-07-16,623
7,2016-07-17,574
1,2016-07-18,725
2,2016-07-19,699
3,2016-07-20,698
4,2016-07-21,731
5,2016-07-22,769
6,2016-07-23,650
7,2016-07-24,566
1,2016-07-25,698
2,2016-07-26,688
3,2016-07-27,690
4,2016-07-28,709
5,2016-07-29,774
6,2016-07-30,599
7,2016-07-31,529
1,2016-08-01,569
2,2016-08-02,602
3,2016-08-03,687
4,2016-08-04,715
5,2016-08-05,700
6,2016-08-06,578
7,2016-08-07,540
1,2016-08-08,632
2,2016-08-09,650
3,2016-08-10,618
4,2016-08-11,672
5,2016-08-12,729
6,2016-08-13,614
7,2016-08-14,521
1,2016-08-15,643
2,2016-08-16,644
3,2016-08-17,658
4,2016-08-18,635
5,2016-08-19,707
6,2016-08-20,579
7,2016-08-21,512
1,2016-08-22,669
2,2016-08-23,637
3,2016-08-24,635
4,2016-08-25,659
5,2016-08-26,756
6,2016-08-27,624
7,2016-08-28,559
1,2016-08-29,673
2,2016-08-30,622
3,2016-08-31,661
4,2016-09-01,675
5,2016-09-02,697
6,2016-09-03,498
7,2016-09-04,466
1,2016-09-05,419
2,2016-09-06,626
3,2016-09-07,648
4,2016-09-08,717
5,2016-09-09,715
6,2016-09-10,598
7,2016-09-11,538
1,2016-09-12,648
2,2016-09-13,779
3,2016-09-14,779
4,2016-09-15,757
5,2016-09-16,780
6,2016-09-17,646
7,2016-09-18,535
1,2016-09-19,680
2,2016-09-20,619
3,2016-09-21,621
4,2016-09-22,660
5,2016-09-23,812
6,2016-09-24,612
7,2016-09-25,572
1,2016-09-26,623
2,2016-09-27,659
3,2016-09-28,637
4,2016-09-29,624
5,2016-09-30,872
6,2016-10-01,581
7,2016-10-02,486
1,2016-10-03,490
2,2016-10-04,523
3,2016-10-05,695
4,2016-10-06,764
5,2016-10-07,754
6,2016-10-08,633
7,2016-10-09,480
1,2016-10-10,539
2,2016-10-11,739
3,2016-10-12,498
4,2016-10-13,757
5,2016-10-14,767
6,2016-10-15,641
7,2016-10-16,503
1,2016-10-17,585
2,2016-10-18,590
3,2016-10-19,676
4,2016-10-20,662
5,2016-10-21,851
6,2016-10-22,629
7,2016-10-23,534
1,2016-10-24,573
2,2016-10-25,566
3,2016-10-26,706
4,2016-10-27,831
5,2016-10-28,798
6,2016-10-29,614
7,2016-10-30,557
1,2016-10-31,655
2,2016-11-01,732
3,2016-11-02,665
4,2016-11-03,689
5,2016-11-04,777
6,2016-11-05,626
7,2016-11-06,532
1,2016-11-07,699
2,2016-11-08,620
3,2016-11-09,541
4,2016-11-10,706
5,2016-11-11,665
6,2016-11-12,603
7,2016-11-13,518
1,2016-11-14,668
2,2016-11-15,741
3,2016-11-16,705
4,2016-11-17,707
5,2016-11-18,776
6,2016-11-19,692
7,2016-11-20,529
1,2016-11-21,684
2,2016-11-22,765
3,2016-11-23,807
4,2016-11-24,428
5,2016-11-25,455
6,2016-11-26,463
7,2016-11-27,466
1,2016-11-28,647
2,2016-11-29,752
3,2016-11-30,730
4,2016-12-01,734
5,2016-12-02,690
6,2016-12-03,592
7,2016-12-04,482
1,2016-12-05,791
2,2016-12-06,711
3,2016-12-07,637
4,2016-12-08,635
5,2016-12-09,701
6,2016-12-10,555
7,2016-12-11,522
1,2016-12-12,665
2,2016-12-13,630
3,2016-12-14,689
4,2016-12-15,749
5,2016-12-16,792
6,2016-12-17,623
7,2016-12-18,521
1,2016-12-19,722
2,2016-12-20,719
3,2016-12-21,676
4,2016-12-22,700
5,2016-12-23,692
6,2016-12-24,554
7,2016-12-25,365
1,2016-12-26,394
2,2016-12-27,569
3,2016-12-28,546
4,2016-12-29,542
5,2016-12-30,583
6,2016-12-31,465
7,2017-01-01,485
1,2017-01-02,449
2,2017-01-03,659
3,2017-01-04,590
4,2017-01-05,552
5,2017-01-06,600
6,2017-01-07,896
7,2017-01-08,406
1,2017-01-09,669
2,2017-01-10,597
3,2017-01-11,629
4,2017-01-12,646
5,2017-01-13,604
6,2017-01-14,495
7,2017-01-15,490
1,2017-01-16,477
2,2017-01-17,657
3,2017-01-18,549
4,2017-01-19,610
5,2017-01-20,605
6,2017-01-21,475
7,2017-01-22,411
1,2017-01-23,667
2,2017-01-24,564
3,2017-01-25,576
4,2017-01-26,563
5,2017-01-27,583
6,2017-01-28,501
7,2017-01-29,428
1,2017-01-30,545
2,2017-01-31,571
3,2017-02-01,574
4,2017-02-02,586
5,2017-02-03,609
6,2017-02-04,541
7,2017-02-05,429
1,2017-02-06,567
2,2017-02-07,626
3,2017-02-08,673
4,2017-02-09,507
5,2017-02-10,708
6,2017-02-11,511
7,2017-02-12,439
1,2017-02-13,642
2,2017-02-14,688
3,2017-02-15,603
4,2017-02-16,652
5,2017-02-17,680
6,2017-02-18,570
7,2017-02-19,438
1,2017-02-20,428
2,2017-02-21,483
3,2017-02-22,477
4,2017-02-23,581
5,2017-02-24,657
6,2017-02-25,573
7,2017-02-26,462
1,2017-02-27,540
2,2017-02-28,591
3,2017-03-01,571
4,2017-03-02,653
5,2017-03-03,745
6,2017-03-04,536
7,2017-03-05,489
1,2017-03-06,618
2,2017-03-07,637
3,2017-03-08,609
4,2017-03-09,665
5,2017-03-10,612
6,2017-03-11,548
7,2017-03-12,516
1,2017-03-13,792
2,2017-03-14,374
3,2017-03-15,650
4,2017-03-16,839
5,2017-03-17,756
6,2017-03-18,504
7,2017-03-19,550
1,2017-03-20,750
2,2017-03-21,636
3,2017-03-22,617
4,2017-03-23,703
5,2017-03-24,654
6,2017-03-25,571
7,2017-03-26,456
1,2017-03-27,629
2,2017-03-28,592
3,2017-03-29,672
4,2017-03-30,639
5,2017-03-31,753
6,2017-04-01,591
7,2017-04-02,514
1,2017-04-03,646
2,2017-04-04,598
3,2017-04-05,587
4,2017-04-06,713
5,2017-04-07,694
6,2017-04-08,627
7,2017-04-09,541
1,2017-04-10,634
2,2017-04-11,519
3,2017-04-12,540
4,2017-04-13,590
5,2017-04-14,515
6,2017-04-15,495
7,2017-04-16,481
1,2017-04-17,488
2,2017-04-18,516
3,2017-04-19,580
4,2017-04-20,632
5,2017-04-21,690
6,2017-04-22,551
7,2017-04-23,517
1,2017-04-24,541
2,2017-04-25,723
3,2017-04-26,630
4,2017-04-27,688
5,2017-04-28,857
6,2017-04-29,661
7,2017-04-30,470
1,2017-05-01,639
2,2017-05-02,743
3,2017-05-03,714
4,2017-05-04,701
5,2017-05-05,776
6,2017-05-06,685
7,2017-05-07,514
1,2017-05-08,638
2,2017-05-09,651
3,2017-05-10,668
4,2017-05-11,686
5,2017-05-12,817
6,2017-05-13,683
7,2017-05-14,633
1,2017-05-15,729
2,2017-05-16,694
3,2017-05-17,753
4,2017-05-18,911
5,2017-05-19,974
6,2017-05-20,612
7,2017-05-21,618
1,2017-05-22,719
2,2017-05-23,659
3,2017-05-24,641
4,2017-05-25,742
5,2017-05-26,776
6,2017-05-27,475
7,2017-05-28,475
1,2017-05-29,371
2,2017-05-30,647
3,2017-05-31,669
4,2017-06-01,654
5,2017-06-02,737
6,2017-06-03,637
7,2017-06-04,468
1,2017-06-05,656
2,2017-06-06,660
3,2017-06-07,675
4,2017-06-08,660
5,2017-06-09,770
6,2017-06-10,665
7,2017-06-11,702
1,2017-06-12,804
2,2017-06-13,829
3,2017-06-14,754
4,2017-06-15,771
5,2017-06-16,657
6,2017-06-17,654
7,2017-06-18,593
1,2017-06-19,819
2,2017-06-20,813
3,2017-06-21,744
4,2017-06-22,845
5,2017-06-23,793
6,2017-06-24,753
7,2017-06-25,590
1,2017-06-26,669
2,2017-06-27,757
3,2017-06-28,730
4,2017-06-29,767
5,2017-06-30,747
6,2017-07-01,595
7,2017-07-02,537
1,2017-07-03,617
2,2017-07-04,424
3,2017-07-05,706
4,2017-07-06,611
5,2017-07-07,674
6,2017-07-08,585
7,2017-07-09,512
1,2017-07-10,667
2,2017-07-11,638
3,2017-07-12,677
4,2017-07-13,759
5,2017-07-14,707
6,2017-07-15,649
7,2017-07-16,515
1,2017-07-17,639
2,2017-07-18,706
3,2017-07-19,747
4,2017-07-20,774
5,2017-07-21,733
6,2017-07-22,648
7,2017-07-23,554
1,2017-07-24,620
2,2017-07-25,595
3,2017-07-26,635
4,2017-07-27,610
5,2017-07-28,685
6,2017-07-29,512
7,2017-07-30,606
1,2017-07-31,656
2,2017-08-01,705
3,2017-08-02,618
4,2017-08-03,713
5,2017-08-04,758
6,2017-08-05,573
7,2017-08-06,519
1,2017-08-07,606
2,2017-08-08,631
3,2017-08-09,655
4,2017-08-10,650
5,2017-08-11,655
6,2017-08-12,526
7,2017-08-13,563
1,2017-08-14,602
2,2017-08-15,577
3,2017-08-16,600
4,2017-08-17,639
5,2017-08-18,612
6,2017-08-19,638
7,2017-08-20,538
1,2017-08-21,627
2,2017-08-22,684
3,2017-08-23,629
4,2017-08-24,631
5,2017-08-25,633
6,2017-08-26,570
7,2017-08-27,498
1,2017-08-28,584
2,2017-08-29,614
3,2017-08-30,671
4,2017-08-31,618
5,2017-09-01,681
6,2017-09-02,562
7,2017-09-03,518
1,2017-09-04,532
2,2017-09-05,707
3,2017-09-06,608
4,2017-09-07,790
5,2017-09-08,740
6,2017-09-09,608
7,2017-09-10,533
1,2017-09-11,735
2,2017-09-12,680
3,2017-09-13,738
4,2017-09-14,728
5,2017-09-15,827
6,2017-09-16,623
7,2017-09-17,586
1,2017-09-18,672
2,2017-09-19,661
3,2017-09-20,583
4,2017-09-21,535
5,2017-09-22,614
6,2017-09-23,631
7,2017-09-24,587
1,2017-09-25,726
2,2017-09-26,656
3,2017-09-27,696
4,2017-09-28,740
5,2017-09-29,757
6,2017-09-30,550
7,2017-10-01,571
1,2017-10-02,739
2,2017-10-03,687
3,2017-10-04,711
4,2017-10-05,657
5,2017-10-06,649
6,2017-10-07,570
7,2017-10-08,521
1,2017-10-09,546
2,2017-10-10,768
3,2017-10-11,628
4,2017-10-12,603
5,2017-10-13,658
6,2017-10-14,567
7,2017-10-15,496
1,2017-10-16,641
2,2017-10-17,736
3,2017-10-18,737
4,2017-10-19,766
5,2017-10-20,823
6,2017-10-21,583
7,2017-10-22,528
1,2017-10-23,669
2,2017-10-24,685
3,2017-10-25,648
4,2017-10-26,658
5,2017-10-27,759
6,2017-10-28,615
7,2017-10-29,613
1,2017-10-30,832
2,2017-10-31,696
3,2017-11-01,607
4,2017-11-02,746
5,2017-11-03,776
6,2017-11-04,613
7,2017-11-05,519
1,2017-11-06,682
2,2017-11-07,710
3,2017-11-08,662
4,2017-11-09,702
5,2017-11-10,724
6,2017-11-11,623
7,2017-11-12,539
1,2017-11-13,699
2,2017-11-14,647
3,2017-11-15,713
4,2017-11-16,811
5,2017-11-17,814
6,2017-11-18,629
7,2017-11-19,573
1,2017-11-20,748
2,2017-11-21,790
3,2017-11-22,774
4,2017-11-23,469
5,2017-11-24,502
6,2017-11-25,456
7,2017-11-26,485
1,2017-11-27,635
2,2017-11-28,649
3,2017-11-29,701
4,2017-11-30,663
5,2017-12-01,772
6,2017-12-02,575
7,2017-12-03,448
1,2017-12-04,684
2,2017-12-05,704
3,2017-12-06,651
4,2017-12-07,693
5,2017-12-08,682
6,2017-12-09,538
7,2017-12-10,513
1,2017-12-11,725
2,2017-12-12,687
3,2017-12-13,709
4,2017-12-14,883
5,2017-12-15,999
6,2017-12-16,661
7,2017-12-17,547
1,2017-12-18,706
2,2017-12-19,657
3,2017-12-20,700
4,2017-12-21,742
5,2017-12-22,720
6,2017-12-23,565
7,2017-12-24,469
1,2017-12-25,333
2,2017-12-26,543
3,2017-12-27,577
4,2017-12-28,609
5,2017-12-29,598
6,2017-12-30,565
7,2017-12-31,462
1,2018-01-01,454
2,2018-01-02,654
3,2018-01-03,645
4,2018-01-04,464
5,2018-01-05,700
6,2018-01-06,599
7,2018-01-07,476
1,2018-01-08,720
2,2018-01-09,684
3,2018-01-10,687
4,2018-01-11,696
5,2018-01-12,704
6,2018-01-13,603
7,2018-01-14,494
1,2018-01-15,523
2,2018-01-16,617
3,2018-01-17,611
4,2018-01-18,634
5,2018-01-19,599
6,2018-01-20,530
7,2018-01-21,418
1,2018-01-22,559
2,2018-01-23,531
3,2018-01-24,615
4,2018-01-25,602
5,2018-01-26,677
6,2018-01-27,510
7,2018-01-28,412
1,2018-01-29,531
2,2018-01-30,579
3,2018-01-31,596
4,2018-02-01,594
5,2018-02-02,617
6,2018-02-03,478
7,2018-02-04,541
1,2018-02-05,706
2,2018-02-06,545
3,2018-02-07,653
4,2018-02-08,616
5,2018-02-09,583
6,2018-02-10,549
7,2018-02-11,479
1,2018-02-12,543
2,2018-02-13,613
3,2018-02-14,671
4,2018-02-15,645
5,2018-02-16,582
6,2018-02-17,604
7,2018-02-18,472
1,2018-02-19,435
2,2018-02-20,535
3,2018-02-21,601
4,2018-02-22,550
5,2018-02-23,548
6,2018-02-24,540
7,2018-02-25,448
1,2018-02-26,557
2,2018-02-27,631
3,2018-02-28,654
4,2018-03-01,619
5,2018-03-02,884
6,2018-03-03,609
7,2018-03-04,457
1,2018-03-05,616
2,2018-03-06,676
3,2018-03-07,517
4,2018-03-08,633
5,2018-03-09,751
6,2018-03-10,567
7,2018-03-11,465
1,2018-03-12,679
2,2018-03-13,578
3,2018-03-14,652
4,2018-03-15,689
5,2018-03-16,753
6,2018-03-17,562
7,2018-03-18,526
1,2018-03-19,686
2,2018-03-20,597
3,2018-03-21,477
4,2018-03-22,759
5,2018-03-23,732
6,2018-03-24,550
7,2018-03-25,491
1,2018-03-26,710
2,2018-03-27,627
3,2018-03-28,629
4,2018-03-29,613
5,2018-03-30,580
6,2018-03-31,589
7,2018-04-01,399
1,2018-04-02,562
2,2018-04-03,551
3,2018-04-04,554
4,2018-04-05,531
5,2018-04-06,515
6,2018-04-07,487
7,2018-04-08,468
1,2018-04-09,625
2,2018-04-10,668
3,2018-04-11,612
4,2018-04-12,610
5,2018-04-13,755
6,2018-04-14,624
7,2018-04-15,510
1,2018-04-16,741
2,2018-04-17,600
3,2018-04-18,662
4,2018-04-19,706
5,2018-04-20,707
6,2018-04-21,584
7,2018-04-22,568
1,2018-04-23,675
2,2018-04-24,671
3,2018-04-25,626
4,2018-04-26,729
5,2018-04-27,690
6,2018-04-28,604
7,2018-04-29,505
1,2018-04-30,656
2,2018-05-01,713
3,2018-05-02,792
4,2018-05-03,790
5,2018-05-04,723
6,2018-05-05,602
7,2018-05-06,495
1,2018-05-07,695
2,2018-05-08,736
3,2018-05-09,711
4,2018-05-10,663
5,2018-05-11,805
6,2018-05-12,602
7,2018-05-13,529
1,2018-05-14,689
2,2018-05-15,778
3,2018-05-16,686
4,2018-05-17,732
5,2018-05-18,616
6,2018-05-19,583
7,2018-05-20,578
1,2018-05-21,626
2,2018-05-22,689
3,2018-05-23,729
4,2018-05-24,770
5,2018-05-25,799
6,2018-05-26,601
7,2018-05-27,487
1,2018-05-28,408
2,2018-05-29,809
3,2018-05-30,708
4,2018-05-31,698
5,2018-06-01,751
6,2018-06-02,622
7,2018-06-03,525
1,2018-06-04,698
2,2018-06-05,688
3,2018-06-06,651
4,2018-06-07,693
5,2018-06-08,757
6,2018-06-09,706
7,2018-06-10,533
1,2018-06-11,686
2,2018-06-12,720
3,2018-06-13,706
4,2018-06-14,833
5,2018-06-15,728
6,2018-06-16,677
7,2018-06-17,627
1,2018-06-18,808
2,2018-06-19,812
3,2018-06-20,698
4,2018-06-21,815
5,2018-06-22,728
6,2018-06-23,513
7,2018-06-24,553
1,2018-06-25,733
2,2018-06-26,762
3,2018-06-27,540
4,2018-06-28,737
5,2018-06-29,845
6,2018-06-30,651
7,2018-07-01,563
1,2018-07-02,719
2,2018-07-03,678
3,2018-07-04,406
4,2018-07-05,720
5,2018-07-06,654
6,2018-07-07,526
7,2018-07-08,545
1,2018-07-09,672
2,2018-07-10,727
3,2018-07-11,627
4,2018-07-12,642
5,2018-07-13,726
6,2018-07-14,577
7,2018-07-15,564
1,2018-07-16,719
2,2018-07-17,680
3,2018-07-18,688
4,2018-07-19,739
5,2018-07-20,700
6,2018-07-21,622
7,2018-07-22,540
1,2018-07-23,614
2,2018-07-24,654
3,2018-07-25,657
4,2018-07-26,606
5,2018-07-27,753
6,2018-07-28,637
7,2018-07-29,463
1,2018-07-30,580
2,2018-07-31,709
3,2018-08-01,660
4,2018-08-02,722
5,2018-08-03,749
6,2018-08-04,605
7,2018-08-05,573
1,2018-08-06,632
2,2018-08-07,658
3,2018-08-08,656
4,2018-08-09,709
5,2018-08-10,707
6,2018-08-11,568
7,2018-08-12,499
1,2018-08-13,617
2,2018-08-14,701
3,2018-08-15,645
4,2018-08-16,647
5,2018-08-17,703
6,2018-08-18,579
7,2018-08-19,490
1,2018-08-20,562
2,2018-08-21,580
3,2018-08-22,599
4,2018-08-23,610
5,2018-08-24,681
6,2018-08-25,552
7,2018-08-26,528
1,2018-08-27,651
2,2018-08-28,715
3,2018-08-29,685
4,2018-08-30,736
5,2018-08-31,623
6,2018-09-01,529
7,2018-09-02,528
1,2018-09-03,533
2,2018-09-04,786
3,2018-09-05,768
4,2018-09-06,822
5,2018-09-07,671
6,2018-09-08,568
7,2018-09-09,556
1,2018-09-10,650
2,2018-09-11,544
3,2018-09-12,783
4,2018-09-13,718
5,2018-09-14,684
6,2018-09-15,596
7,2018-09-16,597
1,2018-09-17,673
2,2018-09-18,740
3,2018-09-19,519
4,2018-09-20,659
5,2018-09-21,715
6,2018-09-22,562
7,2018-09-23,475
1,2018-09-24,594
2,2018-09-25,715
3,2018-09-26,755
4,2018-09-27,672
5,2018-09-28,712
6,2018-09-29,603
7,2018-09-30,510
1,2018-10-01,583
2,2018-10-02,613
3,2018-10-03,778
4,2018-10-04,717
5,2018-10-05,796
6,2018-10-06,544
7,2018-10-07,529
1,2018-10-08,501
2,2018-10-09,628
3,2018-10-10,708
4,2018-10-11,741
5,2018-10-12,830
6,2018-10-13,577
7,2018-10-14,516
1,2018-10-15,692
2,2018-10-16,688
3,2018-10-17,699
4,2018-10-18,735
5,2018-10-19,787
6,2018-10-20,629
7,2018-10-21,593
1,2018-10-22,650
2,2018-10-23,681
3,2018-10-24,719
4,2018-10-25,763
5,2018-10-26,747
6,2018-10-27,757
7,2018-10-28,556
1,2018-10-29,696
2,2018-10-30,721
3,2018-10-31,646
4,2018-11-01,696
5,2018-11-02,746
6,2018-11-03,656
7,2018-11-04,502
1,2018-11-05,759
2,2018-11-06,679
3,2018-11-07,696
4,2018-11-08,631
5,2018-11-09,866
6,2018-11-10,607
7,2018-11-11,500
1,2018-11-12,497
2,2018-11-13,754
3,2018-11-14,688
4,2018-11-15,1065
5,2018-11-16,720
6,2018-11-17,559
7,2018-11-18,470
1,2018-11-19,697
2,2018-11-20,695
3,2018-11-21,732
4,2018-11-22,412
5,2018-11-23,476
6,2018-11-24,536
7,2018-11-25,483
1,2018-11-26,743
2,2018-11-27,609
3,2018-11-28,573
4,2018-11-29,646
5,2018-11-30,743
6,2018-12-01,601
7,2018-12-02,558
1,2018-12-03,697
2,2018-12-04,684
3,2018-12-05,652
4,2018-12-06,681
5,2018-12-07,705
6,2018-12-08,652
7,2018-12-09,465
1,2018-12-10,651
2,2018-12-11,707
3,2018-12-12,631
4,2018-12-13,686
5,2018-12-14,841
6,2018-12-15,628
7,2018-12-16,622
1,2018-12-17,689
2,2018-12-18,731
3,2018-12-19,749
4,2018-12-20,806
5,2018-12-21,782
6,2018-12-22,568
7,2018-12-23,505
1,2018-12-24,580
2,2018-12-25,328
3,2018-12-26,514
4,2018-12-27,582
5,2018-12-28,681
6,2018-12-29,499
7,2018-12-30,404
1,2018-12-31,622
2,2019-01-01,429
3,2019-01-02,502
4,2019-01-03,504
5,2019-01-04,598
6,2019-01-05,455
7,2019-01-06,376
1,2019-01-07,583
2,2019-01-08,571
3,2019-01-09,514
4,2019-01-10,580
5,2019-01-11,644
6,2019-01-12,520
7,2019-01-13,374
1,2019-01-14,703
2,2019-01-15,618
3,2019-01-16,579
4,2019-01-17,586
5,2019-01-18,596
6,2019-01-19,479
7,2019-01-20,411
1,2019-01-21,412
2,2019-01-22,627
3,2019-01-23,553
4,2019-01-24,592
5,2019-01-25,666
6,2019-01-26,533
7,2019-01-27,445
1,2019-01-28,565
2,2019-01-29,681
3,2019-01-30,630
4,2019-01-31,601
5,2019-02-01,651
6,2019-02-02,577
7,2019-02-03,491
1,2019-02-04,651
2,2019-02-05,570
3,2019-02-06,615
4,2019-02-07,588
5,2019-02-08,661
6,2019-02-09,540
7,2019-02-10,445
1,2019-02-11,568
2,2019-02-12,687
3,2019-02-13,639
4,2019-02-14,664
5,2019-02-15,616
6,2019-02-16,535
7,2019-02-17,439
1,2019-02-18,406
2,2019-02-19,527
3,2019-02-20,615
4,2019-02-21,597
5,2019-02-22,546
6,2019-02-23,439
7,2019-02-24,401
1,2019-02-25,700
2,2019-02-26,670
3,2019-02-27,529
4,2019-02-28,699
5,2019-03-01,711
6,2019-03-02,642
7,2019-03-03,503
1,2019-03-04,503
2,2019-03-05,639
3,2019-03-06,589
4,2019-03-07,556
5,2019-03-08,652
6,2019-03-09,523
7,2019-03-10,462
1,2019-03-11,645
2,2019-03-12,586
3,2019-03-13,562
4,2019-03-14,611
5,2019-03-15,673
6,2019-03-16,550
7,2019-03-17,419
1,2019-03-18,575
2,2019-03-19,565
3,2019-03-20,584
4,2019-03-21,624
5,2019-03-22,718
6,2019-03-23,530
7,2019-03-24,466
1,2019-03-25,526
2,2019-03-26,610
3,2019-03-27,562
4,2019-03-28,644
5,2019-03-29,563
6,2019-03-30,516
7,2019-03-31,450
1,2019-04-01,602
2,2019-04-02,553
3,2019-04-03,613
4,2019-04-04,660
5,2019-04-05,701
6,2019-04-06,587
7,2019-04-07,487
1,2019-04-08,594
2,2019-04-09,537
3,2019-04-10,633
4,2019-04-11,537
5,2019-04-12,688
6,2019-04-13,599
7,2019-04-14,457
1,2019-04-15,657
2,2019-04-16,638
3,2019-04-17,620
4,2019-04-18,540
5,2019-04-19,551
6,2019-04-20,456
7,2019-04-21,398
1,2019-04-22,522
2,2019-04-23,592
3,2019-04-24,515
4,2019-04-25,518
5,2019-04-26,500
6,2019-04-27,526
7,2019-04-28,395
1,2019-04-29,565
2,2019-04-30,587
3,2019-05-01,599
4,2019-05-02,668
5,2019-05-03,651
6,2019-05-04,553
7,2019-05-05,529
1,2019-05-06,630
2,2019-05-07,647
3,2019-05-08,649
4,2019-05-09,593
5,2019-05-10,660
6,2019-05-11,637
7,2019-05-12,589
1,2019-05-13,613
2,2019-05-14,621
3,2019-05-15,691
4,2019-05-16,642
5,2019-05-17,726
6,2019-05-18,649
7,2019-05-19,547
1,2019-05-20,689
2,2019-05-21,745
3,2019-05-22,693
4,2019-05-23,722
5,2019-05-24,728
6,2019-05-25,520
7,2019-05-26,510
1,2019-05-27,442
2,2019-05-28,654
3,2019-05-29,601
4,2019-05-30,625
5,2019-05-31,765
6,2019-06-01,557
7,2019-06-02,515
1,2019-06-03,659
2,2019-06-04,615
3,2019-06-05,655
4,2019-06-06,744
